Grupo de anuncios;Audiencia: Edad;Audiencia: País;Audiencia: Tipo de dispositivo;Audiencia: Género;Campaña: Tipo de canal publicitario;Campaña: Nombre de campaña;? Conversiones: Valor total de conversiones;Conversiones: Categoría de acción de conversión;Conversiones: Nombre de acción de conversión;? Conversiones: Valor de conversiones;? Coste: Importe gastado;Dimensión: Fecha;Dimensión: Fuente;? Rendimiento: Total de conversiones;? Rendimiento: Clics;? Rendimiento: Conversiones;? Rendimiento: Impresiones;? Vídeo: Visualizaciones;CPC Coste por clic;CPV Coste por visualización
Segmento Interesados;45-54;Argentina;Ordenador;Otro;Display;Promo Verano;3297.07;Registro;Suscripción Newsletter;1549.05;477.74;2024-02-12;Google;202;37566;135;177460;11796;0.0127;0.0405
Campaña de Remarketing;45-54;Colombia;Ordenador;Femenino;Búsqueda;Promo Verano;3360.38;Compra;Compra Online;934.04;710.09;2024-09-27;YouTube;101;32057;140;445838;13602;0.0222;0.0522
Clientes Frecuentes;35-44;Argentina;Móvil;Masculino;Búsqueda;Promo Verano;2551.64;Compra;Suscripción Newsletter;1607.92;828.15;2024-12-10;Instagram;199;32105;134;496321;17083;0.0258;0.0485
Clientes Frecuentes;45-54;Colombia;Tablet;Masculino;Búsqueda;Reactivación;2743.85;Descarga;Suscripción Newsletter;917.33;586.2;2024-08-01;YouTube;102;46449;163;333833;8507;0.0126;0.0689
Segmento Interesados;25-34;Argentina;Ordenador;Femenino;Video;Promo Verano;2489.6;Formulario;Formulario Contacto;1093.44;732.84;2024-02-23;Google;190;39286;160;486956;11857;0.0187;0.0618
Clientes Frecuentes;35-44;México;Móvil;Otro;Display;Reactivación;2236.16;Descarga;Compra Online;1576.23;445.06;2024-06-24;Google;202;38118;141;280063;18341;0.0117;0.0243
Clientes Frecuentes;35-44;Argentina;Ordenador;Femenino;Display;Black Friday;1865.84;Formulario;Formulario Contacto;850.34;560.56;2024-01-01;Google;87;29327;103;406539;8692;0.0191;0.0645
Segmento Interesados;45-54;México;Ordenador;Femenino;Display;Promo Verano;2902.66;Formulario;Compra Online;1017.56;735.35;2024-04-13;YouTube;179;48079;87;247186;13490;0.0153;0.0545
Leads Potenciales;18-24;Argentina;Ordenador;Masculino;Display;Reactivación;2582.48;Registro;Descarga App;1576.03;548.68;2024-08-06;Facebook;185;30484;133;259272;18258;0.018;0.0301
Segmento Interesados;45-54;Argentina;Tablet;Otro;Display;Black Friday;2388.16;Compra;Descarga App;1305.69;611.7;2024-01-10;Facebook;166;42744;131;304996;15535;0.0143;0.0394
Campaña de Remarketing;45-54;Colombia;Ordenador;Otro;Búsqueda;Black Friday;2964.29;Formulario;Formulario Contacto;1182.89;654.89;2024-04-10;YouTube;135;34346;100;451958;12946;0.0191;0.0506
Campaña de Remarketing;18-24;España;Tablet;Masculino;Social;Nuevos Clientes;3338.07;Registro;Compra Online;1062.15;484.95;2024-12-03;Facebook;164;36647;166;363580;13829;0.0132;0.0351
Leads Potenciales;25-34;Colombia;Móvil;Otro;Video;Reactivación;2257.6;Descarga;Suscripción Newsletter;1393.82;817.3;2024-01-17;Instagram;108;46155;120;333300;13038;0.0177;0.0627
Segmento Interesados;45-54;México;Móvil;Femenino;Búsqueda;Nuevos Clientes;3239.95;Compra;Formulario Contacto;1291.1;625.93;2024-01-14;Google;167;39813;107;183365;20332;0.0157;0.0308
Clientes Frecuentes;25-34;Colombia;Ordenador;Masculino;Video;Nuevos Clientes;1795.93;Descarga;Suscripción Newsletter;1304.5;539.04;2024-06-06;Facebook;133;28629;152;503001;10815;0.0188;0.0498
Leads Potenciales;45-54;Colombia;Ordenador;Otro;Video;Nuevos Clientes;1854.56;Compra;Suscripción Newsletter;1570.36;447.4;2024-07-11;Google;109;42436;112;332802;12815;0.0105;0.0349
Segmento Interesados;35-44;Argentina;Tablet;Otro;Video;Black Friday;2048.3;Descarga;Formulario Contacto;1635.14;664.92;2024-09-08;Instagram;104;37867;58;419908;16860;0.0176;0.0394
Campaña de Remarketing;18-24;España;Tablet;Masculino;Video;Black Friday;2671.19;Formulario;Compra Online;1690.26;820.99;2024-07-04;Facebook;165;44897;112;331501;12553;0.0183;0.0654
Segmento Interesados;25-34;Argentina;Tablet;Femenino;Social;Black Friday;2005;Descarga;Formulario Contacto;906.92;451.74;2024-06-26;Facebook;142;46778;100;303302;15324;0.0097;0.0295
Segmento Interesados;25-34;España;Tablet;Femenino;Social;Black Friday;2116.21;Formulario;Suscripción Newsletter;1140.76;801.74;2024-01-13;Google;92;37794;120;403904;12738;0.0212;0.0629
Campaña de Remarketing;25-34;Colombia;Tablet;Masculino;Video;Reactivación;2457.05;Formulario;Descarga App;1067.23;603.4;2024-01-26;Instagram;169;35128;63;334728;14851;0.0172;0.0406
Leads Potenciales;25-34;México;Ordenador;Femenino;Display;Nuevos Clientes;2414.37;Compra;Formulario Contacto;1249.31;642.86;2024-04-18;Google;85;50839;110;333717;13552;0.0126;0.0474
Clientes Frecuentes;25-34;México;Móvil;Otro;Social;Black Friday;1950.71;Formulario;Descarga App;1261.4;560.99;2024-06-28;YouTube;111;40686;59;204724;16879;0.0138;0.0332
Clientes Frecuentes;18-24;Colombia;Ordenador;Masculino;Social;Nuevos Clientes;1854.89;Registro;Formulario Contacto;1144.35;435.45;2024-10-05;Google;109;28203;128;449024;15781;0.0154;0.0276
Campaña de Remarketing;45-54;Colombia;Móvil;Masculino;Video;Black Friday;2195.64;Descarga;Compra Online;956.23;479.59;2024-02-18;Facebook;186;41013;115;320595;14881;0.0117;0.0322
Segmento Interesados;18-24;Colombia;Ordenador;Masculino;Social;Black Friday;3199.41;Formulario;Suscripción Newsletter;1236.56;603.73;2024-09-03;Facebook;145;32484;91;229251;12212;0.0186;0.0494
Leads Potenciales;25-34;Colombia;Ordenador;Otro;Social;Nuevos Clientes;3135.85;Compra;Formulario Contacto;877.66;749.41;2024-03-02;Facebook;166;49587;71;358904;14248;0.0151;0.0526
Clientes Frecuentes;35-44;Argentina;Móvil;Masculino;Display;Nuevos Clientes;2733.98;Formulario;Compra Online;1105.04;619.78;2024-06-21;YouTube;133;49438;94;183427;15992;0.0125;0.0388
Leads Potenciales;18-24;Colombia;Tablet;Otro;Video;Reactivación;1990.82;Compra;Compra Online;1094.82;601.79;2024-12-11;Instagram;139;38955;91;439136;19807;0.0154;0.0304
Clientes Frecuentes;25-34;Argentina;Tablet;Femenino;Búsqueda;Nuevos Clientes;3150.85;Registro;Suscripción Newsletter;1538.83;709.59;2024-12-20;Instagram;199;32479;54;403694;15043;0.0218;0.0472
Campaña de Remarketing;45-54;Argentina;Ordenador;Otro;Display;Reactivación;2491.11;Formulario;Suscripción Newsletter;1263.56;512.08;2024-10-10;Facebook;145;32869;146;509960;11575;0.0156;0.0442
Clientes Frecuentes;35-44;Colombia;Tablet;Femenino;Social;Promo Verano;3133.62;Compra;Descarga App;970.03;721.71;2024-09-08;Instagram;141;37553;101;354452;20143;0.0192;0.0358
Leads Potenciales;18-24;Colombia;Ordenador;Otro;Video;Black Friday;3256.63;Descarga;Descarga App;1246.31;745.75;2024-06-20;Facebook;104;27612;77;361068;16078;0.027;0.0464
Campaña de Remarketing;45-54;Colombia;Ordenador;Masculino;Búsqueda;Promo Verano;2630.16;Registro;Descarga App;1276.26;537.99;2024-11-02;Instagram;115;35901;124;261842;20210;0.015;0.0266
Leads Potenciales;45-54;Argentina;Ordenador;Femenino;Búsqueda;Reactivación;2961.28;Formulario;Formulario Contacto;985.79;525.37;2024-04-15;Facebook;154;40087;162;472180;16471;0.0131;0.0319
Segmento Interesados;35-44;Colombia;Tablet;Femenino;Social;Reactivación;3267.84;Registro;Formulario Contacto;1203.35;446.6;2024-12-22;Google;131;39268;91;339403;16776;0.0114;0.0266
Segmento Interesados;18-24;Argentina;Móvil;Otro;Social;Nuevos Clientes;2568.33;Registro;Compra Online;1663.22;471.94;2024-05-07;Facebook;89;48366;117;267830;16596;0.0098;0.0284
Clientes Frecuentes;35-44;Colombia;Móvil;Femenino;Social;Reactivación;1864.88;Formulario;Compra Online;1388.27;523.49;2024-06-14;Instagram;149;42760;108;488196;12045;0.0122;0.0435
Leads Potenciales;45-54;Argentina;Tablet;Otro;Búsqueda;Nuevos Clientes;2373.45;Formulario;Formulario Contacto;1042.54;459.7;2024-05-10;Instagram;172;30503;70;366097;17321;0.0151;0.0265
Segmento Interesados;25-34;México;Tablet;Femenino;Video;Black Friday;2039.6;Descarga;Compra Online;951.96;582.43;2024-02-19;Instagram;156;39849;131;476445;11478;0.0146;0.0507
Clientes Frecuentes;45-54;México;Ordenador;Otro;Video;Black Friday;2516.72;Registro;Descarga App;1344.38;438.72;2024-01-11;Facebook;190;36248;115;420178;13366;0.0121;0.0328
Segmento Interesados;25-34;Argentina;Ordenador;Masculino;Búsqueda;Reactivación;1993.75;Descarga;Formulario Contacto;865.31;620.52;2024-10-20;YouTube;202;45836;96;192304;10425;0.0135;0.0595
Segmento Interesados;45-54;México;Móvil;Femenino;Display;Promo Verano;2647.1;Descarga;Formulario Contacto;1182.32;672.47;2024-09-22;YouTube;160;39390;155;339116;19199;0.0171;0.035
Leads Potenciales;25-34;México;Ordenador;Masculino;Display;Promo Verano;2776.49;Descarga;Formulario Contacto;1398.95;756.57;2024-01-11;YouTube;145;32078;116;320128;10098;0.0236;0.0749
Leads Potenciales;35-44;Colombia;Ordenador;Masculino;Búsqueda;Promo Verano;3331.75;Compra;Formulario Contacto;1592.98;450.17;2024-06-21;YouTube;109;29695;134;425878;11957;0.0152;0.0376
Leads Potenciales;18-24;España;Móvil;Masculino;Video;Black Friday;1763.75;Registro;Compra Online;963.58;490.79;2024-07-07;YouTube;165;44539;126;465147;14659;0.011;0.0335
Clientes Frecuentes;35-44;México;Móvil;Otro;Búsqueda;Nuevos Clientes;2998.88;Formulario;Compra Online;1634.83;760.62;2024-10-11;Facebook;198;32663;129;277881;14028;0.0233;0.0542
Leads Potenciales;25-34;México;Móvil;Masculino;Búsqueda;Black Friday;2189.86;Compra;Descarga App;1454.01;829.47;2024-10-07;Facebook;113;50162;114;383740;19716;0.0165;0.0421
Segmento Interesados;25-34;Argentina;Ordenador;Otro;Social;Nuevos Clientes;2890.93;Descarga;Descarga App;1395.78;688.18;2024-06-04;YouTube;101;47284;155;454770;14365;0.0146;0.0479
Clientes Frecuentes;18-24;Argentina;Ordenador;Masculino;Búsqueda;Nuevos Clientes;2803.62;Compra;Compra Online;1010.84;720.64;2024-01-20;Instagram;117;47964;165;476727;18850;0.015;0.0382
Campaña de Remarketing;25-34;Argentina;Ordenador;Femenino;Display;Promo Verano;3073.82;Registro;Formulario Contacto;1685.29;527.36;2024-12-09;Instagram;119;32920;65;440004;16476;0.016;0.032
Segmento Interesados;45-54;Argentina;Móvil;Masculino;Búsqueda;Nuevos Clientes;1916.43;Registro;Descarga App;1232.79;494.47;2024-05-20;Instagram;158;42811;165;208806;16967;0.0116;0.0291
Leads Potenciales;35-44;España;Tablet;Femenino;Display;Reactivación;1798.87;Descarga;Compra Online;1654.83;503.21;2024-07-12;Facebook;128;30755;116;447141;15558;0.0164;0.0323
Leads Potenciales;45-54;Colombia;Ordenador;Masculino;Display;Reactivación;2505.17;Registro;Formulario Contacto;946.59;467.9;2024-06-01;Instagram;152;46530;153;373928;10537;0.0101;0.0444
Leads Potenciales;25-34;Argentina;Tablet;Masculino;Búsqueda;Nuevos Clientes;2345.82;Registro;Descarga App;980.27;446.07;2024-06-09;Facebook;183;28372;146;507700;18128;0.0157;0.0246
Clientes Frecuentes;35-44;España;Ordenador;Femenino;Social;Reactivación;2002.88;Registro;Compra Online;1640.39;777.11;2024-04-10;Facebook;118;50739;153;248716;11431;0.0153;0.068
Campaña de Remarketing;45-54;Argentina;Móvil;Otro;Búsqueda;Promo Verano;3054.28;Formulario;Compra Online;1397.51;651.45;2024-06-07;YouTube;98;46220;168;467047;8955;0.0141;0.0727
Campaña de Remarketing;25-34;España;Tablet;Masculino;Video;Reactivación;1891.73;Compra;Compra Online;1386.23;609.11;2024-02-28;Google;157;50448;119;487875;13540;0.0121;0.045
Leads Potenciales;18-24;España;Ordenador;Otro;Búsqueda;Nuevos Clientes;3354.3;Formulario;Compra Online;1344.17;593.12;2024-12-07;Instagram;169;31194;88;322384;17768;0.019;0.0334
Campaña de Remarketing;45-54;México;Móvil;Otro;Búsqueda;Black Friday;2440.39;Compra;Descarga App;1334.24;686.75;2024-05-27;Google;108;48585;88;191459;16717;0.0141;0.0411
Segmento Interesados;25-34;México;Ordenador;Femenino;Búsqueda;Nuevos Clientes;1723.91;Registro;Compra Online;1075.58;792.1;2024-07-13;YouTube;109;39662;106;349803;12561;0.02;0.0631
Campaña de Remarketing;35-44;México;Ordenador;Masculino;Búsqueda;Nuevos Clientes;3037.24;Formulario;Compra Online;1006.27;627.78;2024-08-06;Instagram;106;30029;57;229445;9554;0.0209;0.0657
Campaña de Remarketing;25-34;México;Ordenador;Femenino;Social;Nuevos Clientes;1752.32;Registro;Descarga App;995.24;727.91;2024-06-14;Google;142;31022;156;427463;11715;0.0235;0.0621
Leads Potenciales;35-44;Colombia;Tablet;Otro;Social;Reactivación;2191.33;Formulario;Formulario Contacto;1105.94;442.03;2024-02-05;Instagram;121;48789;106;478578;15425;0.0091;0.0287
Campaña de Remarketing;45-54;Colombia;Tablet;Femenino;Búsqueda;Reactivación;2601.5;Registro;Compra Online;1140.46;475.57;2024-01-18;YouTube;89;47278;135;343219;10367;0.0101;0.0459
Leads Potenciales;25-34;Colombia;Ordenador;Otro;Video;Black Friday;2065.61;Descarga;Compra Online;1256.92;620.37;2024-04-27;YouTube;96;41492;155;485715;16739;0.015;0.0371
Clientes Frecuentes;18-24;Argentina;Móvil;Masculino;Búsqueda;Promo Verano;2044.02;Compra;Descarga App;1048.16;429.49;2024-03-19;YouTube;132;32530;59;462609;16015;0.0132;0.0268
Segmento Interesados;45-54;Argentina;Móvil;Femenino;Búsqueda;Black Friday;3295.22;Registro;Compra Online;1324.6;708.12;2024-03-27;Google;109;36772;59;283470;16999;0.0193;0.0417
Clientes Frecuentes;18-24;Argentina;Ordenador;Masculino;Display;Reactivación;3025.38;Descarga;Formulario Contacto;1318.28;453.64;2024-02-14;Instagram;161;38239;121;341852;9337;0.0119;0.0486
Segmento Interesados;18-24;México;Tablet;Otro;Video;Promo Verano;2152.79;Formulario;Formulario Contacto;1101.49;657.24;2024-04-09;YouTube;172;26438;68;409960;15960;0.0249;0.0412
Clientes Frecuentes;45-54;Colombia;Ordenador;Femenino;Video;Black Friday;2415.81;Registro;Compra Online;1254.98;546.91;2024-12-18;Facebook;149;40721;105;344389;8796;0.0134;0.0622
Campaña de Remarketing;18-24;España;Móvil;Otro;Social;Promo Verano;2267.73;Formulario;Descarga App;1563.2;761.85;2024-04-12;Google;130;38998;94;270375;17869;0.0195;0.0426
Segmento Interesados;25-34;Argentina;Tablet;Masculino;Display;Promo Verano;2997.48;Registro;Compra Online;1444.07;778.13;2024-01-28;Facebook;112;35735;154;502593;11639;0.0218;0.0669
Campaña de Remarketing;45-54;España;Ordenador;Otro;Social;Black Friday;2233.65;Descarga;Suscripción Newsletter;982.79;625.04;2024-08-11;Instagram;141;43994;129;420375;13980;0.0142;0.0447
Campaña de Remarketing;25-34;Colombia;Tablet;Femenino;Video;Black Friday;3076.09;Descarga;Formulario Contacto;1076.88;674.98;2024-07-14;Instagram;187;32183;67;357193;18014;0.021;0.0375
Campaña de Remarketing;25-34;España;Ordenador;Femenino;Video;Nuevos Clientes;2063.19;Compra;Descarga App;1583.61;777.57;2024-03-03;YouTube;149;49322;161;367587;15334;0.0158;0.0507
Leads Potenciales;25-34;México;Tablet;Femenino;Social;Promo Verano;3070.95;Compra;Suscripción Newsletter;999.18;432.43;2024-11-01;Facebook;159;30631;103;407853;11486;0.0141;0.0376
Clientes Frecuentes;35-44;España;Ordenador;Otro;Social;Black Friday;2226.63;Compra;Compra Online;1156.74;758.21;2024-04-28;Google;163;28070;80;284670;11293;0.027;0.0671
Campaña de Remarketing;35-44;Colombia;Móvil;Masculino;Social;Black Friday;2584.8;Descarga;Descarga App;1102.16;712.32;2024-03-04;Instagram;164;44368;150;319423;15867;0.0161;0.0449
Segmento Interesados;25-34;México;Tablet;Otro;Display;Nuevos Clientes;2517.96;Descarga;Suscripción Newsletter;879.96;701.95;2024-09-27;YouTube;134;29112;57;316758;18765;0.0241;0.0374
Campaña de Remarketing;25-34;Colombia;Ordenador;Femenino;Video;Black Friday;1741.69;Formulario;Formulario Contacto;944.18;648.09;2024-02-10;Facebook;152;30485;82;500305;18641;0.0213;0.0348
Campaña de Remarketing;18-24;Argentina;Móvil;Otro;Display;Promo Verano;2015.53;Compra;Suscripción Newsletter;1079.67;659.22;2024-11-11;YouTube;131;46429;133;219579;15512;0.0142;0.0425
Clientes Frecuentes;35-44;Colombia;Ordenador;Otro;Video;Nuevos Clientes;2167.52;Descarga;Descarga App;1680;602.7;2024-11-26;Google;186;38961;159;372346;11682;0.0155;0.0516
Campaña de Remarketing;45-54;España;Tablet;Masculino;Display;Black Friday;2756.39;Registro;Formulario Contacto;1639.62;650.72;2024-05-04;Facebook;107;31828;117;250564;15566;0.0204;0.0418
Clientes Frecuentes;18-24;Argentina;Móvil;Masculino;Display;Nuevos Clientes;2794.22;Compra;Formulario Contacto;1679.22;591.12;2024-07-03;Instagram;87;39627;146;464108;20073;0.0149;0.0294
Clientes Frecuentes;18-24;Colombia;Móvil;Otro;Social;Nuevos Clientes;2190.13;Registro;Formulario Contacto;1119.94;801.24;2024-06-01;YouTube;188;48044;143;222747;11715;0.0167;0.0684
Clientes Frecuentes;18-24;Colombia;Tablet;Femenino;Display;Nuevos Clientes;1998.94;Formulario;Descarga App;1574.21;652.61;2024-09-09;Instagram;198;38066;97;271755;16263;0.0171;0.0401
Campaña de Remarketing;25-34;Colombia;Ordenador;Masculino;Video;Reactivación;2136.8;Registro;Formulario Contacto;924.71;798.65;2024-02-19;Facebook;99;49268;80;275526;13692;0.0162;0.0583
Leads Potenciales;25-34;México;Móvil;Masculino;Social;Reactivación;2162.17;Descarga;Formulario Contacto;1036.2;484.66;2024-04-02;Facebook;139;46862;164;347771;15284;0.0103;0.0317
Campaña de Remarketing;25-34;España;Móvil;Femenino;Social;Black Friday;3232.87;Formulario;Suscripción Newsletter;1530.5;629.15;2024-09-19;Facebook;117;43775;92;262733;19768;0.0144;0.0318
Leads Potenciales;18-24;Argentina;Móvil;Masculino;Video;Black Friday;3042.36;Formulario;Suscripción Newsletter;1675.55;629.83;2024-08-28;Google;138;37987;126;182810;11853;0.0166;0.0531
Clientes Frecuentes;25-34;Colombia;Tablet;Femenino;Búsqueda;Reactivación;2094.82;Descarga;Compra Online;1119.45;776.68;2024-11-27;Instagram;168;32834;111;462426;15134;0.0237;0.0513
Leads Potenciales;25-34;Colombia;Móvil;Otro;Video;Nuevos Clientes;2418.39;Compra;Descarga App;1306.64;833.02;2024-04-03;Facebook;200;26088;69;251907;15644;0.0319;0.0532
Segmento Interesados;25-34;España;Tablet;Otro;Video;Black Friday;2850.98;Registro;Compra Online;1010.25;699.93;2024-12-19;YouTube;182;33999;105;470021;12920;0.0206;0.0542
Campaña de Remarketing;25-34;Argentina;Ordenador;Otro;Búsqueda;Nuevos Clientes;2281.12;Registro;Descarga App;1353.72;617.75;2024-08-12;Instagram;124;25549;83;266773;13662;0.0242;0.0452
Segmento Interesados;35-44;España;Ordenador;Femenino;Video;Promo Verano;1825.72;Descarga;Suscripción Newsletter;1625.32;426.52;2024-10-28;Google;137;43740;90;388742;20332;0.0098;0.021
Campaña de Remarketing;25-34;Argentina;Móvil;Otro;Video;Promo Verano;2630.22;Formulario;Compra Online;893.81;738.41;2024-01-17;Facebook;106;37944;129;316590;16987;0.0195;0.0435
Clientes Frecuentes;25-34;España;Tablet;Femenino;Display;Reactivación;3348.53;Registro;Suscripción Newsletter;952.91;655.94;2024-09-20;Facebook;114;40902;136;384885;17200;0.016;0.0381
Campaña de Remarketing;18-24;México;Móvil;Femenino;Video;Nuevos Clientes;2908;Descarga;Descarga App;1096.32;630.9;2024-02-27;YouTube;148;29456;68;343966;15709;0.0214;0.0402
Segmento Interesados;25-34;México;Tablet;Otro;Social;Reactivación;2998.28;Registro;Compra Online;1213.67;724.82;2024-01-13;Instagram;140;36731;74;335527;9620;0.0197;0.0753
Clientes Frecuentes;25-34;México;Móvil;Masculino;Social;Black Friday;2804.78;Compra;Compra Online;1565.99;469.17;2024-11-21;Instagram;117;35341;106;461082;16078;0.0133;0.0292
Clientes Frecuentes;18-24;Colombia;Ordenador;Masculino;Social;Promo Verano;3095.61;Formulario;Formulario Contacto;1512.16;678.28;2024-06-18;YouTube;98;46972;71;170363;13603;0.0144;0.0499
Clientes Frecuentes;45-54;Colombia;Tablet;Masculino;Búsqueda;Promo Verano;1889.27;Compra;Suscripción Newsletter;1270.13;781.67;2024-07-26;Google;129;28315;61;257026;19895;0.0276;0.0393
Clientes Frecuentes;25-34;México;Ordenador;Femenino;Búsqueda;Reactivación;2974.23;Descarga;Compra Online;1537.4;461.37;2024-07-20;YouTube;157;38096;149;358678;17944;0.0121;0.0257
Campaña de Remarketing;25-34;España;Tablet;Femenino;Social;Reactivación;3291.1;Formulario;Formulario Contacto;942.11;842.19;2024-07-21;Instagram;184;33511;124;174113;9652;0.0251;0.0873
Campaña de Remarketing;25-34;Colombia;Ordenador;Masculino;Display;Promo Verano;1912.43;Compra;Compra Online;1118.39;502.35;2024-08-26;Instagram;155;42008;71;370507;16832;0.012;0.0298
Segmento Interesados;25-34;México;Móvil;Masculino;Búsqueda;Reactivación;2942.98;Registro;Suscripción Newsletter;1131.44;591.43;2024-08-14;Google;193;42882;78;238080;19984;0.0138;0.0296
Campaña de Remarketing;45-54;México;Tablet;Otro;Búsqueda;Reactivación;3104.31;Descarga;Descarga App;1475.09;802.59;2024-07-16;YouTube;115;37699;62;321576;18195;0.0213;0.0441
